Country,Indicators,,,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
UZBEKISTAN,Passenger transport,,,US$ Millions,36.0,50.0,46.0,24.0,29.0,196.0,213.0,277.0,345.0,245.0,101.0,145.9,158.0,175.0,159.0,167.0,121.0,146.0,170.0,198.0,50.0,126.0,294.0
VANUATU,Tourism expenditure in the country,,,US$ Millions,69.0,58.0,72.0,83.0,93.0,104.0,109.0,142.0,188.0,214.0,242.0,249.0,268.0,314.0,280.0,234.0,264.0,282.0,285.0,246.0,58.0,2.2,31.5
VANUATU,Travel,,,US$ Millions,56.0,46.0,54.0,64.0,75.0,85.0,92.0,119.0,169.0,190.0,217.0,223.0,241.0,287.0,253.0,208.0,232.0,258.0,255.0,229.0,55.0,2.2,24.6
VANUATU,Passenger transport,,,US$ Millions,13.0,12.0,18.0,19.0,18.0,19.0,17.0,23.0,19.0,24.0,25.0,26.0,27.0,27.0,27.0,26.0,32.0,24.0,30.0,17.0,3.0,0.0,6.9
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Tourism expenditure in the country,,,US$ Millions,469.0,677.0,484.0,378.0,554.0,722.0,843.0,972.0,1097.0,1053.0,885.0,806.0,904.0,926.0,900.0,654.0,546.0,,,,,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Travel,,,US$ Millions,423.0,615.0,434.0,331.0,502.0,650.0,768.0,895.0,1030.0,988.0,831.0,740.0,844.0,858.0,836.0,575.0,473.0,,,,,,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Passenger transport,,,US$ Millions,46.0,62.0,50.0,47.0,52.0,72.0,75.0,77.0,67.0,65.0,54.0,66.0,60.0,68.0,64.0,79.0,73.0,,,,,,
VIET NAM,Tourism expenditure in the country,,,US$ Millions,,,,1400.0,1700.0,2300.0,2850.0,3750.0,3930.0,3050.0,4450.0,5710.0,6850.0,7250.0,7410.0,7350.0,8500.0,8890.0,10080.0,11830.0,3232.0,149.0,
VIET NAM,Travel,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
VIET NAM,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
YEMEN,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,1291.0,910.0,1005.0,1097.0,1199.0,116.0,116.0,,,,,,
YEMEN,Travel,,,US$ Millions,73.0,38.0,38.0,139.0,139.0,181.0,181.0,425.0,886.0,899.0,1161.0,780.0,848.0,940.0,1026.0,100.0,100.0,,,,,,
YEMEN,Passenger transport,,,US$ Millions,,,,,,,,,,,130.0,130.0,157.0,157.0,173.0,16.0,16.0,,,,,,
ZAMBIA,Tourism expenditure in the country,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ZAMBIA,Travel,,,US$ Millions,67.0,80.0,64.0,88.0,92.0,447.0,506.0,599.0,542.0,474.0,492.0,555.0,518.0,552.0,642.0,660.0,683.0,653.0,742.0,819.0,412.0,393.0,829.0
ZAMBIA,Passenger transport,,,US$ Millions,,,,,,,,,,,,,,,,,,,,,,,
ZIMBABWE,Tourism expenditure in the country,,,US$ Millions,125.0,81.0,76.0,61.0,194.0,99.0,338.0,365.0,294.0,129.0,135.0,164.0,174.0,183.0,186.0,191.0,194.0,158.0,191.0,285.0,66.0,,
ZIMBABWE,Travel,,,US$ Millions,,,,,,,,,,118.0,124.0,152.0,161.0,170.0,172.0,175.0,177.0,149.0,182.0,279.0,63.0,,
ZIMBABWE,Passenger transport,,,US$ Millions,,,,,,,,,,11.0,11.0,12.0,13.0,13.0,14.0,16.0,17.0,9.0,9.0,6.0,3.0,,
